event_count,scenario,replicate,test_events,clock_bits_per_event,clock_mdl_net_bits,direction_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,clock_mdl_accept,direction_mdl_accept,joint_mdl_accept
800,continuous_low_noise,14,193,0.4414323363197309,-2.6363097997209195,97.2850370861611,5,contrarian,0.8963730569948186,False,True,False
800,continuous_low_noise,15,199,0.3830256065367351,-11.474505515945978,82.01120087898836,5,contrarian,0.864321608040201,False,True,False
800,continuous_low_noise,16,210,0.32041969111495683,-20.155290736226505,102.31963027841357,5,contrarian,0.8904761904761904,False,True,False
800,continuous_low_noise,17,207,0.40955418567269114,-2.735222363939968,93.14940170668532,5,contrarian,0.8786407766990292,False,True,False
800,continuous_low_noise,18,199,0.40543547998524954,-7.014940699691607,115.68477091779363,5,contrarian,0.9195979899497487,False,True,False
800,continuous_low_noise,19,201,0.41980515481481934,-3.270079713714779,94.8610857743654,5,contrarian,0.8855721393034826,False,True,False
800,continuous_low_noise,20,180,0.35263722542876497,-24.648481272927576,102.51296694534592,5,contrarian,0.9166666666666666,False,True,False
800,continuous_low_noise,21,217,0.4114106873176787,1.9962744525315657,111.28028935074259,5,contrarian,0.8986175115207373,True,True,True
800,continuous_low_noise,22,232,0.4698632038389649,22.085665655345394,108.62379208743333,5,contrarian,0.8836206896551724,True,True,True
800,continuous_low_noise,23,191,0.3776514560906734,-15.746406856791538,101.10362225184241,5,contrarian,0.9052631578947369,False,True,False
800,continuous_low_noise,24,196,0.39267204592447935,-10.801124022390297,93.69653444111844,5,contrarian,0.8877551020408163,False,True,False
800,continuous_low_noise,25,188,0.4119872056619449,-10.491589841134541,109.53133819988533,5,contrarian,0.9202127659574468,False,True,False
800,continuous_low_noise,26,192,0.32591180294676025,-25.28024521193609,102.81801816517837,5,contrarian,0.90625,False,True,False
800,continuous_low_noise,27,193,0.4640315695331619,1.7253422104712683,103.67638640387963,5,contrarian,0.9067357512953368,True,True,True
